10000 60000
2947 2548 69
2947 700 49
2947 6061 60
2947 202 71
2947 8317 1
2947 8034 43
2947 9879 43
2947 8468 40
2948 2218 44
2948 87 56
2948 517 19
2949 4270 59
2949 7584 95
2949 3557 63
2949 6919 26
2949 8687 68
2950 2785 89
2950 8351 21
2950 9768 86
2950 6025 49
2950 7588 32
2950 5267 51
2950 5455 4
2951 5112 84
2951 1873 73
2952 6770 10
2952 5756 80
2952 3947 62
2952 7239 71
2952 8500 44
2952 6133 10
2953 3509 26
2953 1775 95
2953 1831 67
2953 6157 47
2953 977 38
2953 3281 37
2953 4078 96
2953 9401 40
2953 9282 57
2953 7531 86
2953 7268 59
2954 1324 3
2954 7257 19
2954 121 79
2954 7470 74
2954 9486 21
2955 1876 79
2955 509 45
2955 6305 72
2955 3809 55
2955 1838 53
2956 8937 97
2956 3668 2
2956 5694 96
2956 3761 36
2956 7558 71
2956 2724 95
2956 5567 62
2957 6798 30
2957 6846 48
2957 2327 68
2957 9461 16
2957 3650 48
2957 4032 77
2957 4129 15
2957 5328 12
2958 6822 50
2958 959 27
2958 8739 27
2958 6683 14
2958 308 73
2958 6119 37
2958 9995 22
2958 7673 20
2958 3954 98
2958 7164 99
2959 1520 94
2959 5947 51
2959 6847 70
2959 4456 52
2959 4506 45
2959 2438 96
2959 2171 27
2959 3454 53
2959 8971 76
2959 6686 35
2959 8063 40
2960 1926 98
2960 9815 46
2960 5735 80
2960 2594 13
2960 1368 85
2960 2310 87
2960 8971 81
2960 3010 97
2960 5755 81
2961 395 40
2961 1380 64
2961 5475 68
2961 260 68
2961 8798 50
2961 4148 28
2961 1607 51
2961 4393 63
2961 1780 96
2962 8640 59
2962 2046 36
2962 3768 57
2962 4595 20
2962 9340 22
2962 3911 51
2962 4501 36
2962 1874 0
2962 429 68
2962 2490 42
2962 473 97
2963 5813 59
2963 6140 83
2963 2138 22
2963 949 87
2963 9880 12
2963 3356 49
2963 4104 74
2963 7829 83
2963 3308 53
2963 5649 53
2964 3097 52
2964 9575 24
2964 4718 81
2964 3933 3
2964 4153 79
2964 5997 28
2964 5327 17
2964 4648 78
2964 5277 79
2965 2867 64
2965 3023 10
2965 9721 76
2966 7404 73
2966 3517 93
2966 3794 52
2966 887 2
2966 8899 41
2966 7021 78
2967 6290 31
2967 5945 21
2967 4734 72
2967 680 80
2968 3091 60
2968 7347 87
2968 7083 11
2968 1963 47
2969 6221 2
2969 4668 95
2969 9468 76
2969 1811 83
2970 3641 49
2970 6791 70
2970 1939 65
2970 3581 24
2970 8268 20
2971 9294 58
2971 6967 47
2971 2063 92
2971 1392 30
2971 6689 22
2971 5889 60
2971 6619 91
2972 5136 25
2972 3310 41
2972 4059 16
2973 9590 37
2973 7526 8
2973 6800 3
2973 2083 26
2973 9589 73
2973 8705 59
2974 6776 58
2974 7585 31
2974 8243 87
2974 4351 77
2974 8255 56
2975 3148 30
2975 1653 22
2975 6304 59
2975 1368 64
2975 1737 82
2975 2424 14
2976 690 77
2976 1212 42
2976 2787 20
2976 5078 31
2976 7758 59
2976 7680 92
2977 669 8
2977 5716 0
2977 4798 95
2977 1848 4
2977 1492 87
2977 231 86
2977 6476 52
2977 7345 66
2978 8768 60
2978 258 49
2978 6591 9
2978 85 100
2978 9677 53
2978 5775 33
2978 5830 91
2979 8369 68
2979 7438 15
2979 1854 91
2979 5677 99
2980 4295 77
2980 3130 82
2980 8791 68
2980 1518 91
2981 6680 3
2981 7433 56
2981 7800 61
2981 7191 92
2981 2448 7
2981 4719 37
2981 5615 50
2982 2279 92
2982 9586 98
2982 4324 5
2982 5979 46
2982 9116 51
2982 768 91
2983 9869 65
2983 5317 80
2983 4321 83
2983 3498 56
2984 8788 54
2984 234 100
2984 3714 15
2984 502 13
2984 659 18
2985 6438 33
2985 3565 97
2985 3078 74
2985 5238 96
2985 6981 14
2985 1242 92
2986 2209 21
2986 9753 46
2986 4927 52
2986 9750 84
2986 7878 43
2986 3493 18
2986 1226 31
2987 355 61
2987 1210 26
2987 8355 33
2987 5646 12
2987 2133 42
2987 419 82
2987 4640 88
2987 7389 9
2988 2238 58
2988 445 90
2988 1351 62
2988 4263 96
2988 4161 31
2988 9737 96
2988 207 33
2988 8235 43
2989 7379 37
2989 6446 88
2989 3053 56
2989 5430 42
2990 4428 100
2990 5731 57
2990 1451 89
2990 6770 33
2990 2056 72
2991 6513 35
2991 3379 76
2991 8718 4
2991 8622 97
2991 5953 17
2991 1854 18
2992 4187 66
2992 9443 36
2992 6892 3
2992 3826 28
2992 6381 47
2992 2814 72
2992 7772 46
2992 1570 91
2992 432 37
2992 7671 39
2992 5776 91
2993 3143 20
2993 4015 72
2993 7962 81
2993 7340 39
2993 3475 60
2993 1046 91
2993 3927 56
2993 7869 86
2993 5473 37
2993 8083 19
2994 2636 95
2994 159 88
2994 674 16
2994 8878 18
2994 5039 77
2994 4664 37
2994 8388 49
2994 1407 32
2994 8003 81
2995 7082 29
2995 7616 3
2995 2709 27
2995 8062 74
2995 7913 38
2996 1865 18
2996 8374 74
2996 1468 1
2996 4832 33
2996 2757 46
2996 7184 92
2997 3137 65
2997 268 95
2997 995 66
2997 7579 51
2997 6027 61
2998 1570 79
2998 280 21
2998 8898 44
2998 7249 82
2998 5275 19
2999 5499 75
2999 8142 64
2999 5685 40
2999 7494 66
2999 2543 47
2999 8930 48
2999 5652 62
3000 587 82
3000 1806 21
3000 4636 67
3001 1125 61
3001 5635 22
3001 7820 61
3001 6609 48
3001 3761 1
3001 7728 85
3001 3710 8
3001 7766 43
3002 6459 28
3002 8865 39
3002 5440 26
3002 5559 28
3003 2907 19
3003 9107 35
3003 3991 77
3003 4052 99
3003 7602 93
3004 5412 15
3004 8797 83
3004 7147 25
3004 6891 45
3004 4471 63
3004 3861 58
3004 5770 72
3004 9050 81
3004 6675 1
3005 6715 95
3005 6207 100
3005 9415 100
3005 3046 67
3005 2111 29
3005 2300 94
3006 4563 25
3006 1958 46
3006 8812 85
3006 5649 4
3006 4566 51
3007 7247 80
3007 3121 12
3007 4158 42
3007 5740 64
3008 4683 8
3008 8192 34
3009 9163 70
3009 5907 68
3009 999 94
3009 9683 68
3009 521 10
3009 967 7
3010 9537 57
3010 9791 72
3010 7275 66
3010 1052 31
3010 3654 31
3010 8415 32
3010 4555 94
3010 6192 23
3011 9831 88
3011 4702 83
3011 5759 31
3011 7131 29
3012 378 88
3012 7650 91
3012 9054 58
3012 2459 22
3012 6925 5
3012 1614 77
3012 9568 34
3013 3555 70
3013 6924 35
3013 2583 11
3013 9848 95
3013 8090 24
3013 6052 93
3013 445 8
3013 3490 16
3014 6348 66
3014 2095 38
3014 4270 7
3014 2099 26
3014 807 29
3014 6351 31
3014 6922 74
3014 5351 97
3014 7867 74
3014 8446 61
3014 1961 59
3015 58 12
3015 880 68
3015 3849 100
3015 7649 6
3015 542 40
3015 459 81
3015 5315 9
3016 5203 25
3016 8445 61
3016 9289 14
3016 3047 56
3016 231 10
3017 2885 60
3017 3938 25
3018 4150 12
3018 110 69
3018 5578 75
3018 2981 27
3018 3972 76
3018 7134 62
3018 1049 38
3019 7086 72
3019 8841 1
3019 7285 74
3020 841 55
3020 9506 14
3020 2986 92
3020 4821 56
3020 6176 99
3020 4041 82
3020 6307 24
3020 5581 75
3020 7786 81
3020 9058 78
3021 2689 96
3022 3361 58
3022 1369 0
3022 881 32
3022 9763 96
3024 3869 52
3024 7256 76
3024 9105 34
3024 8659 63
3025 3198 80
3025 5936 22
3025 5084 42
3025 9671 64
3025 8399 61
3026 429 65
3026 6463 36
3026 3951 82
3026 5915 38
3027 2303 33
3027 1816 68
3027 5759 31
3027 1524 43
3027 2060 35
3027 9934 86
3027 6436 71
3027 8473 64
3027 8391 39
3027 8691 80
3027 6903 56
3027 4136 14
3027 3407 96
3027 1759 23
3028 4133 62
3028 3419 0
3028 8574 40
3028 6870 65
3028 7651 60
3029 7731 63
3029 4758 20
3029 1698 22
3029 7819 8
3029 1370 97
3029 4976 55
3030 6068 86
3030 3654 38
3030 2477 12
3030 9213 56
3030 39 43
3030 3533 81
3030 6091 87
3030 4392 68
3030 2772 23
3030 938 24
3030 1117 99
3030 2423 13
3031 2885 97
3031 6790 29
3031 7649 27
3031 2381 39
3031 7344 64
3031 1356 39
3031 9985 40
3031 2963 98
3032 1281 67
3032 3768 60
3032 1216 13
3032 6725 87
3032 4125 38
3032 1019 78
3032 5985 26
3032 4204 73
3033 3138 86
3033 9322 19
3033 568 41
3033 1506 20
3033 4004 24
3033 8103 98
3034 5085 50
3034 9793 100
3034 3645 21
3034 6960 20
3034 7186 78
3034 194 84
3035 5985 20
3035 3753 41
3035 5899 66
3035 840 60
3035 9709 83
3036 2482 76
3036 5394 100
3036 2337 53
3036 3818 99
3037 350 92
3037 6727 34
3037 4831 29
3038 690 33
3038 1112 60
3039 9537 38
3039 7270 47
3039 9386 18
3039 3723 39
3040 1502 42
3040 4841 93
3040 116 45
3040 2022 95
3040 1207 40
3040 1380 57
3041 8631 39
3042 4535 54
3042 1168 72
3042 8638 50
3042 2961 97
3042 3043 53
3042 2334 0
3042 2842 97
3043 9598 51
3043 7973 7
3043 3979 52
3043 5616 45
3043 1677 82
3043 7729 17
3043 3631 58
3043 2240 98
3043 6993 35
3043 4036 2
3043 9962 90
3043 985 25
3044 6627 26
3044 9218 84
3044 1921 91
3044 1434 32
3044 9837 37
3044 7190 47
3044 352 3
3045 7167 41
3045 1966 54
3045 9284 48
3045 2191 41
3045 4484 71
3046 3983 71
3046 5861 94
3046 5850 25
3046 9093 27
3046 4940 79
3046 7075 64
3046 8213 56
3046 1779 35
3046 604 13
3047 6254 9
3047 9135 31
3047 2278 20
3047 897 41
3048 8176 92
3048 9186 61
3048 2414 92
3048 7430 75
3048 3895 60
3048 2631 5
3048 4718 99
3048 8073 84
3048 2558 49
3048 3519 88
3049 479 90
3049 6623 62
3049 6793 31
3049 3296 35
3050 230 77
3050 6270 75
3050 1273 48
3050 551 7
3050 3206 12
3050 762 7
3050 3181 81
3050 162 43
3051 3890 35
3051 2906 68
3051 3904 47
3051 7504 56
3051 107 36
3051 2908 14
3051 8299 60
3052 4742 17
3052 5239 95
3052 8928 9
3052 2679 41
3052 3976 99
3052 1489 93
3053 7080 52
3053 7112 19
3053 543 19
3053 5515 75
3053 4293 38
3053 5803 73
3054 3258 25
3054 7785 71
3054 1299 11
3054 2344 56
3054 4917 31
3054 3440 41
3054 9315 73
3054 9107 69
3054 6301 97
3054 1848 84
3055 4049 33
3055 1954 71
3055 5128 67
3055 2328 37
3055 1582 88
3055 4276 2
3055 6365 17
3055 100 98
3056 9451 98
3056 3927 8
3056 8152 100
3056 9435 89
3056 9947 91
3056 2103 94
3056 7696 40
3057 8906 46
3057 6607 98
3057 673 57
3057 9846 95
3057 8108 27
3057 922 23
3057 7655 41
3057 7170 59
3057 7893 29
3058 3260 58
3058 5990 46
3058 1527 42
3058 7016 25
3058 860 86
3058 236 90
3058 4836 33
3058 7918 32
3059 9224 77
3059 8945 95
3059 3627 2
3059 9165 17
3059 5227 15
3059 7338 82
3059 6079 52
3059 3556 54
3060 6228 50
3060 1896 62
3060 8672 6
3060 5203 67
3060 5176 7
3060 2343 65
3061 7554 47
3061 4231 2
3061 4492 72
3061 5514 55
3061 9021 4
3061 2846 64
3061 1803 41
3061 1279 68
3062 2578 62
3062 1766 36
3062 7387 73
3062 2385 42
3062 7944 81
3062 5881 8
3062 6429 94
3062 768 9
3062 8645 72
3063 4814 11
3063 2904 71
3063 3106 99
3064 2835 14
3064 3394 68
3064 7573 20
3065 1307 65
3065 5484 11
3065 7605 73
3065 9052 59
3066 4505 78
3066 3458 83
3066 484 24
3066 5985 96
3066 7408 9
3066 8205 98
3068 572 87
3068 972 55
3068 2932 35
3068 6312 59
3068 4115 57
3068 8042 94
3068 1350 19
3068 2940 83
3068 6226 42
3069 5442 9
3069 2015 23
3069 4946 82
3069 14 73
3069 5041 43
3069 9899 58
3070 6374 67
3070 532 99
3070 2921 88
3070 356 94
3070 8776 55
3070 9978 2
3071 7758 51
3071 1862 73
3071 7202 37
3071 9716 0
3072 1978 79
3072 9915 49
3072 3041 2
3072 5688 1
3072 2772 28
3072 2478 41
3073 8494 54
3073 4649 19
3073 2478 33
3073 4331 28
3073 8757 74
3074 3264 86
3074 3905 98
3074 4867 41
3074 8810 68
3074 1613 58
3074 3345 83
3075 9038 85
3075 8656 25
3075 5101 98
3075 6110 73
3075 1998 45
3075 6232 91
3075 3704 73
3076 5253 19
3076 2385 24
3076 9346 98
3076 8553 18
3076 7569 26
3077 7025 39
3077 4426 23
3077 3304 12
3077 125 3
3077 1834 68
3077 4567 77
3077 8663 5
3078 7989 99
3078 3069 16
3078 2255 69
3078 9200 44
3078 8544 8
3079 1124 41
3079 724 40
3079 6078 29
3079 9393 84
3079 3345 26
3079 5145 25
3080 1121 38
3080 3977 20
3080 4792 54
3080 6290 34
3080 9374 29
3080 3285 27
3081 60 98
3081 1288 45
3081 1026 3
3081 6234 17
3081 349 56
3081 480 15
3081 7197 48
3081 1656 3
3081 7131 56
3082 9626 95
3082 1902 94
3082 7014 26
3082 9188 48
3082 2680 6
3082 4519 57
3082 1923 56
3083 9100 51
3083 3064 25
3083 2962 26
3083 4171 98
3083 1394 48
3083 8576 75
3083 3400 15
3084 5267 11
3084 4469 22
3084 1893 64
3084 5436 74
3084 8088 92
3084 1418 66
3084 8458 15
3085 7501 20
3085 7778 96
3085 6623 26
3085 3194 15
3085 2380 62
3085 3827 94
3085 9322 77
3085 1635 45
3085 530 95
3085 504 40
3085 5908 53
3085 7432 24
3085 6839 26
3086 2456 11
3086 505 64
3086 2288 46
3086 6677 61
3086 616 32
3086 7186 65
3087 9153 14
3087 2838 58
3087 9366 2
3087 1361 0
3087 9600 48
3087 9241 53
3088 8162 51
3088 5398 12
3088 7025 45
3088 8514 46
3088 498 39
3088 2839 8
3088 9873 55
3089 6745 83
3089 1578 38
3089 3580 29
3090 3912 89
3090 6418 10
3090 6809 83
3090 2154 82
3090 3587 49
3090 4576 60
3090 2502 2
3090 2058 35
3091 9649 93
3091 1663 82
3091 9070 41
3091 4934 5
3092 6669 18
3092 3785 31
3093 6929 22
3093 8309 72
3093 8202 1
3093 6502 16
3094 9333 66
3094 2429 19
3094 3734 17
3094 7353 88
3094 9136 60
3094 4199 97
3094 848 4
3094 2871 7
3094 2914 76
3095 2435 26
3095 4174 94
3095 566 84
3095 3526 37
3095 9532 47
3095 2172 79
3095 1812 53
3095 5553 20
3096 89 53
3096 3447 22
3096 5973 22
3096 315 66
3096 5666 19
3097 1031 94
3097 6685 85
3097 4093 23
3097 7877 46
3097 7 14
3098 8773 100
3098 4256 20
3098 5648 3
3098 5949 63
3098 9930 26
3098 4050 39
3098 279 51
3098 4230 80
3098 222 47
3099 7537 33
3099 9325 79
3100 2012 41
3100 5712 3
3100 5320 100
3101 5191 3
3101 6438 42
3101 7834 3
3101 1702 60
3102 7794 4
3102 6105 94
3102 6633 18
3102 5392 52
3103 7796 5
3103 8890 69
3103 6274 48
3103 6332 97
3104 7998 76
3104 4575 92
3104 4256 67
3104 7075 21
3104 3302 20
3104 3083 12
3104 8820 1
3105 4667 44
3105 772 28
3105 9368 11
3105 4412 53
3105 7638 8
3105 1789 14
3105 6639 60
3105 1900 59
3105 2329 53
3106 4187 68
3106 5677 56
3106 8703 17
3106 554 77
3106 5361 81
3106 9789 0
3106 3723 39
3106 406 60
3106 8282 60
3106 5465 32
3107 2353 16
3107 6572 41
3107 8331 84
3108 5976 69
3108 3284 46
3108 1523 78
3108 7190 85
3108 4126 91
3108 4552 12
3109 2001 61
3109 9284 63
3109 9532 95
3109 2121 73
3109 964 25
3109 1750 16
3109 9227 28
3109 6400 65
3109 8316 16
3110 2610 18
3110 32 28
3110 3535 84
3110 1898 10
3110 5649 95
3111 9284 12
3111 707 91
3111 3483 51
3111 8054 36
3111 1412 78
3111 1280 13
3111 352 31
3111 1923 28
3111 1689 32
3111 473 23
3111 6650 93
3111 5737 84
3111 6480 38
3112 7971 42
3112 5922 90
3112 8912 59
3112 2801 85
3112 8592 75
3112 6530 66
3113 1922 66
3113 2132 73
3113 3569 34
3113 5240 97
3113 5346 16
3113 3114 41
3113 3892 54
3113 3492 47
3114 4173 84
3114 8555 18
3114 6182 74
3114 3053 94
3115 8175 4
3115 3399 95
3115 2748 49
3115 5532 80
3115 9420 6
3115 6946 25
3115 5740 23
3115 3457 1
3115 4404 18
3115 6572 81
3115 6926 4
3115 8108 30
3116 5572 20
3116 6512 50
3116 9930 41
3116 6054 1
3116 2576 73
3116 1849 61
3117 3737 61
3117 1726 44
3117 8994 24
3117 1838 80
3118 5419 73
3118 5772 51
3118 4188 57
3118 4884 27
3119 1775 58
3119 1030 79
3119 2105 33
3120 844 69
3120 3160 56
3120 2956 15
3120 7100 95
3120 7269 35
3120 1694 83
3120 6753 98
3120 7626 65
3121 4361 43
3121 4396 43
3121 5212 23
3121 6886 32
3122 1399 43
3122 1530 62
3122 1447 98
3122 8645 70
3123 9896 58
3123 204 84
3123 1291 12
3123 1405 85
3124 5587 43
3124 9495 97
3124 9830 66
3125 6933 33
3125 3233 8
3125 5984 100
3125 5695 46
3125 1527 54
3125 7500 82
3126 1833 3
3126 5112 69
3126 3724 16
3126 3325 12
3126 1241 29
3127 1197 58
3127 8328 14
3127 7514 15
3127 8342 70
3127 4347 91
3127 8310 37
3127 8865 16
3127 2308 44
3128 8559 39
3128 5630 57
3128 4430 55
3129 6266 70
3129 3446 10
3129 5543 64
3129 1333 23
3129 1590 50
3129 2511 65
3129 2440 24
3130 3821 18
3130 7918 87
3130 2095 28
3130 1207 99
3131 4687 2
3131 9450 25
3131 6043 93
3131 1920 95
3131 3418 45
3131 8915 67
3132 4144 76
3132 4983 99
3132 1632 19
3132 7015 72
3133 5710 67
3133 9795 67
3133 5008 6
3133 4627 68
3133 5983 46
3133 7002 69
3133 7248 29
3133 2341 88
3133 6681 67
3133 4752 21
3134 5640 47
3135 2449 20
3135 6226 12
3136 1317 87
3136 6179 21
3137 1474 81
3137 1468 81
3137 5036 79
3137 4298 28
3137 5176 96
3137 1051 91
3138 4617 19
3138 7180 69
3138 2079 78
3138 3950 54
3138 4513 25
3139 3116 35
3139 9353 6
3139 969 51
3139 2476 37
3139 5167 49
3139 4493 66
3139 6078 53
3139 7457 60
3139 5945 59
3139 7689 41
3140 8725 17
3140 6851 92
3140 381 38
3140 616 0
3140 9446 9
3140 8480 32
3140 7935 90
3140 2425 71
3141 7835 85
3141 2532 39
3141 7321 26
3142 8408 93
3142 8790 78
3142 3403 76
3143 9975 8
3143 5263 7
3143 8864 96
3143 4034 52
3144 8625 17
3144 1925 18
3144 453 61
3144 6491 20
3144 6921 97
3144 4108 31
3144 1593 50
3145 3711 100
3145 3284 20
3145 9584 82
3145 2820 53
3145 1537 50
3145 7029 75
3145 7684 24
3145 7297 31
3146 8411 44
3146 4375 9
3146 5269 28
3146 620 35
3147 7025 17
3147 1354 51
3147 1399 15
3147 1529 92
3148 1035 94
3148 2395 74
3148 5258 86
3148 9047 19
3148 1431 26
3148 1432 56
3149 535 18
3149 244 86
3149 8319 35
3149 5568 97
3150 1409 41
3150 471 1
3150 5168 81
3150 4109 15
3150 5596 66
3150 630 39
3150 9875 67
3150 6465 13
3151 3199 98
3151 8772 80
3151 1169 76
3151 4676 60
3151 9875 29
3152 8877 84
3152 4051 56
3152 8833 38
3152 3947 15
3152 8532 69
3152 9697 95
3153 1769 78
3153 853 58
3153 7068 19
3153 3294 9
3153 5717 96
3153 3769 92
3153 832 43
3153 2491 34
3153 8350 5
3154 8246 48
3154 3053 32
3154 7478 14
3155 5169 80
3155 6122 59
3155 5864 54
3155 334 74
3155 2281 21
3155 8047 90
3155 6565 88
3156 6097 62
3156 7799 97
3156 6743 37
3156 197 28
3156 2140 66
3156 887 13
3156 9021 11
3156 3747 93
3157 2067 77
3157 4703 76
3157 9318 46
3157 1597 30
3157 9139 85
3157 4697 63
3158 3288 89
3158 4508 55
3158 4706 53
3158 2439 7
3159 1845 81
3159 9930 13
3159 928 98
3159 6751 35
3159 6320 92
3159 8901 93
3159 9978 35
3160 4117 32
3160 9249 81
3160 6470 65
3160 8547 42
3160 5044 53
3160 1591 85
3160 6378 32
3161 8216 45
3161 907 10
3161 5714 1
3161 7149 12
3161 3432 91
3161 7010 62
3161 7983 31
3162 8399 74
3162 8497 63
3162 6383 28
3162 8114 75
3162 4784 55
3162 4482 85
3162 7096 34
3162 244 13
3163 415 99
3163 7471 90
3163 3355 62
3163 6712 71
3163 4192 77
3163 6230 72
3164 8621 48
3164 7505 77
3164 5513 66
3164 9435 85
3164 2463 48
3164 8351 5
3164 8490 77
3165 4525 13
3165 7448 75
3165 6551 82
3166 3707 12
3166 4737 73
3166 4188 12
3166 2306 15
3166 1102 97
3166 2917 30
3166 2778 46
3166 7406 74
3167 5486 86
3167 4384 90
3167 5182 77
3167 7786 53
3167 9641 50
3168 4072 91
3168 3069 95
3168 4847 5
3168 2923 44
3168 851 82
3168 9186 100
3168 3741 56
3169 6453 58
3169 1031 73
3169 1399 66
3169 330 4
3169 6322 51
3170 4819 80
3170 2469 95
3170 2182 99
3170 7871 55
3171 25 85
3171 1781 3
3171 2525 27
3171 6951 72
3171 8533 23
3171 3508 3
3171 2396 80
3171 1738 42
3172 5621 12
3172 1914 37
3172 129 52
3172 927 3
3173 1846 93
3173 6820 58
3173 7505 32
3173 4118 45
3173 1061 87
3173 1118 44
3173 2703 45
3173 7492 31
3173 9664 35
3173 3516 57
3174 9268 100
3174 9638 6
3174 82 41
3174 6371 58
3174 9829 89
3175 3002 81
3175 8772 33
3175 5035 98
3175 9649 20
3175 4291 26
3175 6141 71
3175 1362 98
3175 2175 70
3175 6637 82
3176 5724 41
3176 6194 94
3176 119 51
3176 1194 96
3176 6370 44
3176 7528 99
3176 3083 22
3176 6588 63
3177 1179 11
3178 6026 42
3178 5415 45
3178 2167 78
3178 2935 68
3178 7541 94
3179 7065 29
3179 8569 40
3179 5140 39
3179 6579 12
3179 385 92
3180 4853 11
3180 3428 81
3180 897 51
3180 7309 40
3180 461 79
3180 6821 63
3180 4502 81
3181 5875 23
3181 5023 96
3181 3032 48
3181 7899 25
3181 4827 33
3181 8474 90
3181 3735 62
3181 2422 44
3181 5482 43
3181 2635 56
3182 7148 46
3182 5221 96
3182 8232 20
3182 2987 21
3182 1183 41
3182 5607 2
3183 1877 14
3183 9923 24
3183 8621 74
3183 2517 39
3183 220 64
3183 5616 89
3184 5503 82
3184 2082 71
3184 742 37
3184 3857 96
3184 1716 71
3184 2374 68
3184 5895 22
3185 6291 50
3185 8035 79
3185 9595 89
3185 6499 9
3185 2869 25
3185 4027 11
3185 1455 11
3185 3540 91
3185 3340 76
3185 9909 84
3185 1920 51
3185 6594 33
3186 6854 18
3186 6907 91
3186 78 43
3187 7450 68
3187 3354 45
3187 6850 50
3187 6729 17
3187 1073 49
3187 6508 13
3187 8109 94
3187 6447 37
3187 8541 78
3188 5483 72
3188 9856 10
3188 3666 41
3189 5939 28
3189 7043 56
3189 9215 5
3189 2471 31
3189 6367 70
3189 2589 19
3189 5072 85
3189 2061 35
3190 7332 3
3190 4578 63
3190 252 28
3190 2350 88
3190 1578 28
3190 8208 31
3190 8725 28
3190 6008 56
3191 4711 82
3191 3414 27
3191 7532 18
3191 6725 1
3192 5152 37
3192 5233 31
3192 6533 2
3192 7493 78
3192 4899 61
3193 8518 56
3193 6734 53
3193 1137 71
3193 8646 70
3193 3455 72
3194 5158 24
3194 94 52
3194 8900 23
3194 9151 66
3194 2715 74
3194 8665 51
3195 9424 80
3195 5677 73
3195 164 49
3195 4757 95
3195 2661 33
3196 7472 90
3196 9275 46
3196 7364 33
3196 7737 55
3196 3727 47
3197 6370 46
3197 7349 30
3197 7470 40
3197 4873 69
3197 6686 45
3197 4741 9
3197 5912 88
3197 8752 17
3197 2496 41
3197 8715 89
3198 8964 31
3198 2044 68
3198 4707 74
3198 8333 16
3199 3251 12
3199 7974 100
3199 6775 64
3199 7358 90
3199 9543 60
3200 9745 68
3200 4869 40
3200 9412 13
3201 8954 77
3201 9873 29
3201 4060 92
3201 7805 44
3201 1067 91
3201 380 89
3201 119 82
3201 7173 70
3201 6020 28
3202 8329 59
3202 6494 34
3202 2571 73
3202 6280 6
3202 9935 58
3202 8911 79
3202 1749 56
3202 9319 63
3202 2759 75
3202 1168 55
3202 355 8
3202 2227 21
3203 3315 2
3203 6562 71
3203 2616 57
3203 4137 71
3204 324 83
3204 8920 7
3204 9857 44
3204 4370 61
3204 3452 90
3204 7460 18
3204 5103 8
3205 149 87
3205 4346 45
3205 971 8
3205 7311 92
3206 369 35
3206 4136 72
3206 594 32
3206 9731 93
3206 753 3
3206 9984 91
3206 499 76
3207 5358 62
3207 884 55
3207 4461 90
3207 8361 97
3207 3634 17
3208 1710 50
3208 3587 27
3208 6513 84
3208 3902 57
3209 4795 39
3209 8072 68
3209 8634 89
3209 9788 86
3209 4410 38
3209 6041 42
3209 2991 29
3210 7403 72
3210 4400 65
3210 1 52
3210 7402 18
3210 2023 98
3211 352 69
3211 6212 87
3211 6614 75
3211 6402 40
3211 835 0
3211 3081 78
3211 8297 6
3211 2367 91
3212 2389 96
3212 8730 45
3212 9177 75
3212 2960 15
3212 3380 99
3212 3738 9
3212 5030 78
3212 6588 8
3212 8765 67
3212 7135 52
3213 8092 93
3213 9292 20
3213 2912 93
3213 6896 24
3213 6738 31
3213 5493 76
3213 72 99
3213 3301 97
3213 7826 22
3214 5404 23
3214 8752 3
3214 3642 83
3214 7894 63
3214 1595 93
3214 4445 15
3214 4372 42
3215 2061 11
3215 7518 12
3215 4184 51
3215 9897 73
3215 2450 89
3215 852 87
3215 9974 49
3215 6701 52
3215 54 48
3216 80 89
3216 5016 60
3216 157 17
3216 6559 43
3216 4390 23
3216 5753 12
3216 6741 39
3216 1489 45
3216 7165 22
3217 8208 90
3217 1822 55
3217 9633 32
3217 2185 63
3217 8664 11
3217 7572 23
3217 6877 33
3218 4312 51
3218 2778 25
3218 9701 29
3218 5009 44
3218 3164 82
3218 130 81
3219 7308 10
3219 8962 43
3219 925 57
3219 5736 96
3219 660 12
3219 164 67
3219 4930 32
3220 6705 2
3220 4915 77
3220 1248 7
3220 6675 71
3220 5904 7
3220 107 87
3220 2475 47
3220 2752 12
3220 290 21
3220 2636 0
3220 2128 67
3220 7712 1
3221 4087 0
3221 2028 41
3221 7521 49
3221 7627 39
3221 7659 3
3222 7126 72
3222 1309 72
3222 8276 47
3222 3534 8
3222 3452 22
3222 1607 24
3222 2110 81
3223 7078 79
3223 4632 63
3223 9340 23
3224 1256 68
3224 7628 27
3224 8553 44
3224 2322 12
3224 2403 87
3224 3254 19
3224 4221 76
3224 7989 47
3224 722 73
3224 2672 22
3224 8707 56
3225 651 90
3225 1984 98
3225 379 22
3225 5573 64
3225 5505 19
3226 5840 56
3226 5199 3
3226 2299 79
3227 1258 4
3227 6349 68
3227 5660 15
3227 748 39
3227 4453 37
3227 9217 13
3227 5232 44
3228 7496 87
3228 47 23
3228 4593 75
3228 3542 66
3228 155 21
3228 3265 12
3228 5013 63
3228 5718 24
3228 4209 77
3229 813 19
3229 4127 78
3229 9353 43
